L,J,U,s
64,1,1,0.5
0.99999964,0.44409722,0.01
0.4411998,0.42084873,0.6410526315789474
0.4873034,0.3962674,1.2721052631578948
0.4918084,0.37058324,1.9031578947368424
0.4869406,0.34392717,2.5342105263157895
0.4791003,0.316331,3.165263157894737
0.46942967,0.28772372,3.7963157894736845
0.45693666,0.2578918,4.427368421052631
0.4408001,0.22634995,5.058421052631579
0.41889006,0.19185606,5.689473684210527
0.38432422,0.15021718,6.320526315789474
0.2990112,0.08367612,6.9515789473684215
0.07077017,0.0055826646,7.582631578947369
0.0064802673,5.2965777e-05,8.213684210526317
0.0006743606,4.9911773e-07,8.844736842105263
8.254701e-05,6.2258114e-09,9.47578947368421
1.141886e-05,1.04415816e-10,10.106842105263159
1.7182916e-06,1.3543193e-12,10.737894736842106
2.8204533e-07,3.3575305e-14,11.368947368421054
5.16575e-08,9.986604e-16,12.0
