4,1.0,12.0,0.5,400,0.0025,1.0,40000,17830.86543250084
fid,fid_std,R2,R2_std
1.3448008331917727e-11,1.734723475976807e-18,0.0,0.0
0.032873935997486115,0.0002827236435641568,0.0001925501797813922,3.4923231791794997e-06
0.06266668438911438,0.00044988455048865374,0.0007196487742476166,1.1601319240958334e-05
0.09177280962467194,0.0005145211036895449,0.0015941316960379481,2.0870357781813828e-05
0.11937246471643448,0.0008783036536378631,0.002784801833331585,4.9193638333163523e-05
0.14523297548294067,0.0012326224860184577,0.004237193241715431,8.749892863594988e-05
0.17032833397388458,0.0012101045219053924,0.005996363796293735,0.00010448404740225272
0.19382989406585693,0.000996816417703075,0.007980481907725333,0.00010112956669210732
0.21610073745250702,0.001118923361130009,0.010175013355910778,0.00014013742086364429
0.23718425631523132,0.0008336895745657847,0.012562800012528897,0.00011484226199789306
0.25607964396476746,0.0011607915210167373,0.014989584125578404,0.00017929085341491895
0.27468547224998474,0.001480619104454489,0.017634064331650733,0.00025091436582160747
0.2928423285484314,0.00138059719002177,0.020494410023093223,0.00026205846114961786
0.3094506859779358,0.001651960035334672,0.023365267738699912,0.0003345859628721414
0.3255589008331299,0.0014634007931873371,0.026399928703904153,0.0003227878109815349
0.3412017524242401,0.0014016053802312972,0.029593296349048615,0.0003311617437633728
0.35597434639930725,0.0017315140008513571,0.03283529058098793,0.00045339258378043296
0.36958280205726624,0.001275440907474215,0.03603237643837929,0.0003591854311588461
0.3844841420650482,0.001530815840143367,0.03980864956974983,0.00046268907400165004
0.3970831334590912,0.0015568724890761805,0.043199116736650466,0.0005038169034453346
0.4106593728065491,0.0016445622916606065,0.047115213423967364,0.0005509059444382429
0.42298126220703125,0.0017218898647879664,0.05084825381636619,0.0005928479212210738
0.43506017327308655,0.0015778830777239616,0.05472215116024017,0.0005705925937606544
0.445894718170166,0.0013401415483060392,0.05839100480079651,0.0005023152990086215
0.45760783553123474,0.0014911571223370978,0.06253726705908776,0.0006047668799874037
0.4672339856624603,0.001346833892854512,0.06607960462570191,0.0005667268467950844
0.47860512137413025,0.0017390394850885923,0.07050160616636277,0.0007874892823848085
0.4882221221923828,0.0019198250884728944,0.0744256243109703,0.0008906079935459606
0.49780702590942383,0.0018586736139960124,0.07849846482276916,0.0009130160843917113
0.5060544013977051,0.0019552491230702663,0.08211489468812942,0.0010009500687451905
0.5143188238143921,0.0017082312214357824,0.08589971959590911,0.0009381409489447901
0.5221179127693176,0.0012141098465014287,0.08958699107170105,0.0006783729048158162
0.5287771821022034,0.002040649652466803,0.09283565729856491,0.0011558661168189213
0.5378853678703308,0.0025290047562501164,0.09747343212366104,0.0014886962352091
0.5442155599594116,0.0027767160171699914,0.10075699090957642,0.0017164937697841812
0.5507653951644897,0.002732985006987074,0.10429783761501313,0.0017450175751270473
0.5559006929397583,0.002795640002093451,0.10713340938091279,0.0018198927897740776
0.5617218017578125,0.0029627819495947577,0.11037580966949463,0.0019937143971100824
0.5672433376312256,0.0033043679717415066,0.11357667595148087,0.0022674107988881957
0.574495792388916,0.0028007820624355337,0.11790363043546677,0.001998080146795616
0.5813624262809753,0.003113632346098176,0.12219665199518204,0.0022752787804717783
0.5860517621040344,0.003812693260232846,0.12521559745073318,0.0028088695888768443
0.590030312538147,0.003962441936020907,0.12777251601219178,0.002909846780684218
0.5945324301719666,0.0035608925002305557,0.1307131677865982,0.0026783682176990562
0.5992580652236938,0.003449836188260483,0.13393818736076354,0.0026791018705920214
0.6039371490478516,0.003077987483264817,0.1371379017829895,0.0024157453031733566
0.6078208088874817,0.0034586480318163845,0.13980562686920167,0.0027028450871497424
0.6137459874153137,0.002882432558594949,0.14400276243686677,0.0023099819869259247
0.6188618540763855,0.0032281288186721104,0.14775348007678984,0.0026297546745375493
0.6234580874443054,0.0033243395947877216,0.15117137134075165,0.0027224359020901526
0.6281213164329529,0.0038313536354763165,0.15482408702373504,0.0031817625158202544
0.6318801641464233,0.00305144689883537,0.15777202248573302,0.002588787544257224
0.6354607343673706,0.0025223430537437996,0.16064769327640532,0.002181672708725523
0.6405421495437622,0.002697884601777646,0.16473263800144194,0.0024125170173969175
0.6426196694374084,0.00290584748871937,0.16641848683357238,0.002573887526891252
0.6454061269760132,0.002185182661125351,0.16871941983699798,0.0019164286437023791
0.6483404636383057,0.0016681063663005439,0.1712675929069519,0.0015364260476610923
0.6514853239059448,0.0014865936913554835,0.17391993403434752,0.0014157833943294566
0.6535577178001404,0.0012527196616431958,0.17561105787754058,0.0013131607691516348
0.6574467420578003,0.0022083446879677094,0.17891933619976044,0.0022577263564253305
