4,1.0,4.0,0.5,400,0.0025,1.0,40000,28365.104474544525
fid,fid_std,R2,R2_std
1.3448008331917727e-11,1.734723475976807e-18,0.0,0.0
0.033426180481910706,0.00018838861694930317,0.00019904524378944188,2.727817511838546e-06
0.06525640189647675,0.0004015827455457833,0.0007823560270480811,1.1917154428648933e-05
0.0954076424241066,0.00031970832686520855,0.0017252422403544188,1.3387062639072373e-05
0.12516942620277405,0.0004228348492742691,0.0030669353902339934,2.6213704953051606e-05
0.15273252129554749,0.0005267083115829651,0.004706586431711912,4.0511999780073446e-05
0.17938640713691711,0.000502810527773335,0.0066888189874589445,4.971330135536019e-05
0.20546884834766388,0.0006133997507010789,0.009050193801522255,7.125223284439168e-05
0.23186302185058594,0.0009671513534233575,0.011898213252425193,0.00013457770399487326
0.2558097839355469,0.001080394310771792,0.014900700002908707,0.00016630705793849727
0.27874261140823364,0.000933720553655647,0.01820039004087448,0.00016355992369277537
0.3008079528808594,0.0008975498115054982,0.021794089302420615,0.000173005389645257
0.32204824686050415,0.0006981009993127537,0.025668102502822875,0.00015093474377568435
0.3429754376411438,0.0007175876750494082,0.029925686866045,0.0001711331858979856
0.36244234442710876,0.0007135352741583619,0.03429039195179939,0.00018340571487146233
0.3806426227092743,0.0013524649253151778,0.038769062608480453,0.0003935664614679255
0.39888525009155273,0.001285476073843569,0.04366863742470741,0.00040936362194750694
0.41636720299720764,0.0014430910135955343,0.048760979622602466,0.0004944264781215186
0.43465280532836914,0.0013853050929458132,0.05455901026725769,0.0005063471450178501
0.45113056898117065,0.0010387981268690457,0.06019328162074089,0.00041484598008028766
0.466534286737442,0.001251253557936964,0.0658661425113678,0.0005322876618025433
0.4816517233848572,0.0012829392489057967,0.07180711179971695,0.0005792955980938343
0.49586933851242065,0.0012551856168474267,0.0777865245938301,0.0006032392923255923
0.5103259086608887,0.001149024874124985,0.08425666540861129,0.0005790571748787041
0.5229949355125427,0.0010422266756500026,0.09030388593673706,0.0005551757099316671
0.5366292595863342,0.0007518791837871591,0.09719549566507339,0.00042062228814093657
0.5488724112510681,0.0007908741814784207,0.10372841656208039,0.0004727357441851023
0.561802864074707,0.000810090226404992,0.11105740815401077,0.0005138700988986378
0.5730268955230713,0.0012961524429088254,0.11776854544878006,0.0008797633379395136
0.5850154161453247,0.0015321451505429164,0.12529729902744294,0.00108415930404068
0.5960462689399719,0.0014791154765474814,0.13253332674503326,0.0011178619100821856
0.6070557832717896,0.0012736984408442502,0.14023882746696473,0.0009988071827871541
0.6175047159194946,0.0014483874167967982,0.14781173467636108,0.0011465394414090064
0.627928614616394,0.001355626890706702,0.1558329641819,0.0011213019158898955
0.6382946968078613,0.0012163222948233902,0.1641662299633026,0.0010263978986017402
0.6479154825210571,0.001185954042180032,0.17233030796051024,0.0010243438148375742
0.6570268869400024,0.0012230134499274048,0.1803170621395111,0.0011097677168765234
0.6663811802864075,0.0015121829373022603,0.18882484138011932,0.0014563642368066218
0.6753856539726257,0.0015313182679210513,0.19732733368873595,0.001578135433700691
0.6825353503227234,0.0014285183691153257,0.2044808804988861,0.0014974081500616228
0.690735399723053,0.0016419412118116072,0.21291060745716095,0.0018209299659807834
0.6983292698860168,0.0013713466602170712,0.22098506689071656,0.0015914211176304759
0.7065178155899048,0.0015348317831003423,0.23004541099071502,0.0018383774451082992
