4,1.0,2.0,0.5,400,0.0025,1.0,40000,24107.22952222824
fid,fid_std,R2,R2_std
6.878681688249344e-06,9.094947017729282e-13,0.0,0.0
0.033608414232730865,0.0001436745158689113,0.00020130664634052665,2.0832616569500278e-06
0.06571264564990997,0.0003667399969156138,0.0007938097347505391,1.0683034828272593e-05
0.09634741395711899,0.0005029336482395091,0.0017613372066989541,2.2623222594565603e-05
0.1266605406999588,0.00018037295225198106,0.0031461432110518215,1.113939957000333e-05
0.15474244952201843,0.0003922051571323106,0.004845286160707474,2.820231293607656e-05
0.182113379240036,0.0006141359754642722,0.006923240330070257,5.722675886894661e-05
0.2089511603116989,0.0007064852228039011,0.009400109760463238,8.276839919542336e-05
0.23407821357250214,0.0004912286054218666,0.012150687351822852,6.743463766158055e-05
0.2594546377658844,0.0008419431213521908,0.015393132716417313,0.00013564185043075312
0.2831419110298157,0.0008139954153626869,0.018884655833244324,0.00015172913944602078
0.30626553297042847,0.0006210677956536969,0.022758853435516358,0.00013245733349246788
0.3290748596191406,0.0006910932718356972,0.027065124735236167,0.00016350962695713827
0.3511177599430084,0.0006246532556571853,0.03172706961631775,0.0001642067337378182
0.3716045022010803,0.0004944264917288185,0.03652924746274948,0.00014445975257440933
0.39096206426620483,0.0005372053223009631,0.041523419320583344,0.0001685353321913765
0.4102246165275574,0.0004249918409354154,0.046971478313207624,0.0001366314865031534
0.4289912283420563,0.0007490655544012951,0.052765322476625444,0.0002682900793607538
0.44640445709228516,0.0007458067908477921,0.0585973247885704,0.00031478525055136925
0.463054358959198,0.0006530697378844127,0.06464564949274063,0.0003008726893141406
0.48025450110435486,0.0005953937008073258,0.07138427644968033,0.00028581972123853936
0.4968911111354828,0.0012295374602459264,0.07840271890163422,0.0006152631681435153
0.5118423700332642,0.0008878352939736597,0.08520833849906921,0.00045998593035518747
0.5266373157501221,0.000621020237292149,0.09236561805009842,0.0003501535001055139
0.5418400168418884,0.0007484965896243849,0.10026337206363678,0.0004370150566115762
0.5565911531448364,0.0007170604508108765,0.10842174738645553,0.00047075020550925054
0.5704606771469116,0.0011052179340707456,0.116595059633255,0.0007668434834370874
0.5829043388366699,0.0009767950701380487,0.12439529150724411,0.0007147756770354269
0.5951982140541077,0.001042508458481892,0.13251011669635773,0.000793542561175838
0.6071332693099976,0.0010939140774250374,0.14084535837173462,0.0008598899323229989
0.6199511885643005,0.001276501248361984,0.15026116967201233,0.0010693323024678792
0.6311005353927612,0.0012208170390623674,0.1588757574558258,0.001070611281135286
0.6420304179191589,0.0008431271692883292,0.16782318353652953,0.0007687148536898708
0.6526813507080078,0.001061465305048715,0.17703669965267183,0.0010384023792859107
0.6631647944450378,0.0010302430687087131,0.18651506304740906,0.001093076430755398
0.6739180088043213,0.0012974610620704403,0.19663733541965484,0.0014621941646680333
0.684303343296051,0.0010579171993392988,0.20707722902297973,0.0012520620340134047
0.6933974027633667,0.0011273392524921608,0.2166425585746765,0.0014243888457413114
0.7025810480117798,0.0011119129295443968,0.22657419741153717,0.0014581504174552245
0.7113272547721863,0.0011418889030369314,0.23651844561100005,0.001578121643215741
0.7195791006088257,0.0012334578219632515,0.246299085021019,0.001735250908692442
0.7282002568244934,0.0009305045315523452,0.2568838894367218,0.0014074366821888852
0.7363147735595703,0.0008119290716030745,0.26719553470611573,0.0012837625462475885
0.7437484860420227,0.0007275261898917563,0.2772297978401184,0.0012131665024054381
0.7504919171333313,0.0006563048138347705,0.286682665348053,0.0010360710295873154
0.7577152848243713,0.0005564633657747261,0.29708495140075686,0.0009670901862381379
0.7644556760787964,0.0005391707204108181,0.3071348965167999,0.0009893389225394734
0.7707434892654419,0.0005636137551941264,0.316862690448761,0.0011297223171326555
0.7777979969978333,0.00065804571338272,0.3279968976974487,0.0013214491149126295
0.7844367027282715,0.0007222950409125681,0.3387709617614746,0.0015171486406004246
0.7905541658401489,0.0006264481444592609,0.34917124509811404,0.001428656421037383
0.7964288592338562,0.0004676829932476545,0.3594139814376831,0.0012034093074039154
0.801742434501648,0.0005360362533310327,0.3688956439495087,0.0012988099817936307
0.8077336549758911,0.0007402712517131204,0.379926598072052,0.0017359629710182677
0.8137960433959961,0.0007652948796002588,0.39151719212532043,0.0018195663989116712
0.8190695643424988,0.000736983814498308,0.40198502540588377,0.0018934780641711331
0.8240231275558472,0.0006493232195646576,0.4119006872177124,0.0016274915965612204
0.8292202949523926,0.0007417241157429057,0.42275224924087523,0.0018281798212444076
0.8337068557739258,0.0010429262154989251,0.432156503200531,0.002497906323506777
0.838609516620636,0.001017186093146896,0.4429459095001221,0.0026405295727317027
0.8430320620536804,0.0009746335954771067,0.4529353141784668,0.002674538979627162
0.847734272480011,0.000980634043410975,0.4636911332607269,0.0026537413366676996
0.8522146940231323,0.0008652467177297687,0.4741645574569702,0.002406658166763861
0.8564712405204773,0.0008798487811631719,0.48434756994247435,0.002471912925256133
0.8604925274848938,0.0008016952403730629,0.49412388205528257,0.002181226771786107
0.864425003528595,0.0006737617254579611,0.50378577709198,0.0018463259859341384
0.8680745959281921,0.0007957707311593497,0.5132686376571656,0.002070033229678017
0.8713180422782898,0.0007672858707707043,0.5217231273651123,0.002049888339146183
0.874678909778595,0.0007279159665024432,0.5305814743041992,0.0019934239300504683
0.8779844045639038,0.0005886212385917713,0.5395670533180237,0.001684382617250236
0.8816034197807312,0.0006298832959563247,0.5494353175163269,0.0018110521825657607
0.8850615620613098,0.0006176198386974099,0.5591740846633911,0.0017094936040522215
0.8880459666252136,0.0005760987413350256,0.5674252390861512,0.0015397525247581264
0.8910351991653442,0.000469916959123432,0.5760857939720154,0.0012522703254286378
0.8943357467651367,0.00042074792006717193,0.5858610153198243,0.0011909355177228598
0.8970212936401367,0.00035612882519923847,0.5939982056617736,0.0010957163402615356
0.8998573422431946,0.00032752409869446877,0.6025590062141418,0.0009916080286619586
0.9027031064033508,0.00013451852175830998,0.6112064123153687,0.0006167165876358062
