fid,R2,R4,R6,R8,h
1.0,1.0,0.9999999999999999,1.0,1.0,0.0
0.9999744897956361,0.9998979539759156,0.9995918159164146,0.9990817108799231,0.998367930598226,0.020202020202020204
0.9998979279190362,0.9995916282966812,0.9983665140043032,0.9963266645900039,0.9934767595101279,0.04040404040404041
0.99977022038177,0.9990804587977643,0.9963218445300245,0.991734375199141,0.9853418385343892,0.06060606060606061
0.9995912098737798,0.9983635007050564,0.9934540554987324,0.9853042030634808,0.9739895496602504,0.08080808080808081
0.9993606747588205,0.9974394218099806,0.9897578891955251,0.977035612198087,0.9594584701555837,0.10101010101010102
0.9990783276466324,0.996306492761496,0.9852265776737691,0.9669285319098749,0.9418009069758788,0.12121212121212122
0.998743813519535,0.9949625743136171,0.9798518372623652,0.9549838149452018,0.9210845859951666,0.14141414141414144
0.9983567073831976,0.9934051013057467,0.9736238615741601,0.9412037642414057,0.8973940387497432,0.16161616161616163
0.9979165114020039,0.9916310630747511,0.9665313111015326,0.9255926630624857,0.8708309241738538,0.18181818181818182
0.9974226514676015,0.9896369798921302,0.9585612948397274,0.9081571889453404,0.8415123225023922,0.20202020202020204
0.9968744731341598,0.9874188748733617,0.9496993350508546,0.8889065302405149,0.8095662132267454,0.22222222222222224
0.9962712368338137,0.9849722406020868,0.939929299975643,0.8678519775318864,0.7751241627628782,0.24242424242424243
0.9956121122593149,0.9822919994276051,0.9292332810257211,0.8450057654554991,0.7383127851568201,0.26262626262626265
0.9948961717654747,0.979372456004319,0.9175913812563594,0.820379034643473,0.6992475415550543,0.2828282828282829
0.9941223825940341,0.9762072401162647,0.9049813719401022,0.7939790058654863,0.6580342326423909,0.30303030303030304
0.9932895976648463,0.9727892371350431,0.8913781659355101,0.7658058273509425,0.6147840763140094,0.32323232323232326
0.9923965445955703,0.9691105025587649,0.8767530534043638,0.7358500547889524,0.5696463812090973,0.3434343434343435
0.9914418125081013,0.9651621559350806,0.8610726515138702,0.7040922824548965,0.5228576798772991,0.36363636363636365
0.9904238360470956,0.9609342480457991,0.8442975403911853,0.6705069261253778,0.47479804007397564,0.38383838383838387
0.9893408758681626,0.9564155934907739,0.8263805990234843,0.6350723471435656,0.42603648677749406,0.4040404040404041
0.9881909946434956,0.9515935587307395,0.8072651238136633,0.5977891104719457,0.377342815937285,0.42424242424242425
0.9869720273731842,0.9464537932254498,0.7868829156953104,0.5587068710461659,0.32964798927537153,0.4444444444444445
0.9856815444728951,0.9409798885565669,0.765152663989921,0.5179579791029397,0.28395156447601466,0.4646464646464647
0.9843168057241763,0.935152947423545,0.7419791370537098,0.4757925496371146,0.24119644601258342,0.48484848484848486
0.9828747027146696,0.9289510412908207,0.7172539025106348,0.43260628088911773,0.2021467229533373,0.5050505050505051
0.981351686855423,0.9223485325129546,0.6908585179649692,0.3889503244401999,0.16730364665179392,0.5252525252525253
0.97974367944023,0.9153152344283895,0.6626713035934472,0.345513910781431,0.1368783259587304,0.5454545454545455
0.9780459595143576,0.9078153819442618,0.6325788392426851,0.3030762829006619,0.1108178645883131,0.5656565656565657
0.9762530245709264,0.8998063867342874,0.6004930847393397,0.2624336799237253,0.08886618376956475,0.5858585858585859
0.9743584183439025,0.8912373572040174,0.5663743371298808,0.22431607205747242,0.0706367652364643,0.6060606060606061
0.9723545193144392,0.8820473766610871,0.5302589697741462,0.1893126729521853,0.055679547194344606,0.6262626262626263
0.9702322831633664,0.8721635577843374,0.49228903446473743,0.1578225269221186,0.04353257174360385,0.6464646464646465
0.9679809325700626,0.861498933286427,0.4527386210520812,0.1300380254001545,0.03375625141933788,0.6666666666666667
0.9655875889245309,0.8499503092069589,0.41203003677235617,0.10595924903993748,0.025952505913699565,0.686868686868687
0.9630368433581888,0.8373963076118712,0.37073242097491854,0.08542982053877901,0.019772720315740306,0.7070707070707072
0.960310269964431,0.823695968515086,0.32953736393194205,0.06818247155110536,0.014918468049635057,0.7272727272727273
0.95738589342557,0.8086884713449742,0.28921077535808815,0.053884133267729444,0.011138159291347116,0.7474747474747475
