fid,R2,R4,R6,R8,h
1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,0.0
0.9999744897955966,0.9998979539755134,0.999591815907438,0.9990817107990188,0.9983679301588839,0.020202020202020204
0.9998979279139693,0.9995916282452921,0.9983665128591556,0.9963266543118668,0.9934767040443793,0.04040404040404041
0.9997702202952792,0.9990804579211021,0.9963218250654278,0.9917342017282041,0.9853409122725881,0.06060606060606061
0.9995912092265475,0.9983634941500031,0.9934539107017578,0.9853029254979434,0.9739828295908687,0.08080808080808081
0.9993606716764639,0.9974393906235305,0.989757204885003,0.9770296528632607,0.9594277314988015,0.10101010101010102
0.9990783166176567,0.9963063813077062,0.985224152169316,0.9669077495255676,0.941696293827518,0.12121212121212122
0.9987437811249147,0.9949622474132187,0.9798447930141349,0.9549246267476299,0.9207953250109222,0.14141414141414144
0.9983566250362705,0.9934042716928215,0.9736061903019135,0.9410586724926672,0.8967094525801157,0.16161616161616163
0.9979163239631892,0.9916291782491193,0.9664916961692345,0.925276027461888,0.8693974144170219,0.18181818181818182
0.9974222604364057,0.989633056164162,0.9584800760515282,0.9075278397906817,0.8387969995806593,0.20202020202020204
0.9968737129755048,0.9874112654283247,0.9495445258523246,0.8877488153048039,0.804842162737801,0.22222222222222224
0.9962698428734812,0.9849583238580852,0.9396516394885919,0.8658580066316774,0.7674941377689657,0.24242424242424243
0.9956096784928344,0.9822677739623573,0.9287604076771633,0.841762818409406,0.7267853419410653,0.26262626262626265
0.9948920968781109,0.9793320290615775,0.9168213545283379,0.815367099461013,0.6828706624978522,0.2828282828282829
0.9941158025024476,0.9761421984052885,0.903775945775624,0.7865838875735452,0.6360761646265743,0.30303030303030304
0.993279302984287,0.9726878916024695,0.8895564301000897,0.7553528116317764,0.586931977926668,0.32323232323232326
0.992380881637409,0.9689570034129716,0.8740863006934696,0.7216613125068176,0.5361762046505788,0.3434343434343435
0.9914185667558003,0.964935480896645,0.8572815839946861,0.6855677651876566,0.4847216594825173,0.36363636363636365
0.9903900975887174,0.9606070761380098,0.839053170332747,0.6472234372439716,0.43358664485500314,0.38383838383838387
0.9892928870355808,0.9559530893274185,0.8193103884859029,0.6068893106242549,0.3838017390250419,0.4040404040404041
0.9881239811913132,0.9509521089609689,0.797965982204662,0.5649435295364065,0.3363121835558946,0.42424242424242425
0.9868800160077336,0.9455797583998505,0.7749425598366396,0.5218759842940877,0.2918964067809379,0.4444444444444445
0.9855571715141287,0.9398084610774143,0.7501804482292781,0.47826843054860774,0.25111526156930963,0.4646464646464647
0.9841511242693493,0.9336072403093942,0.7236466848276487,0.4347612966998885,0.21429676566799552,0.48484848484848486
0.982656999008131,0.9269415739550672,0.695344634601687,0.3920112446477183,0.18155185092671391,0.5050505050505051
0.9810693208042068,0.9197733290236699,0.6653234457829271,0.35064570585038035,0.15281098105375446,0.5252525252525253
0.9793819695079902,0.9120608065303653,0.6336863060503952,0.311221276057181,0.12787023766638742,0.5454545454545455
0.9775881387277844,0.9037589321161383,0.6005962935642285,0.2741918017001695,0.10643744891902615,0.5656565656565657
0.9756803022027755,0.8948196325616411,0.5662786082805819,0.23988963640147887,0.08817231813177051,0.5858585858585859
0.9736501910428419,0.885192441464326,0.5310181794843486,0.20852070974813677,0.07271780751521495,0.6060606060606061
0.971488785946176,0.8748253778077119,0.49515209835627344,0.18017158698296817,0.059722466806221286,0.6262626262626263
0.9691863290897946,0.8636661374178976,0.459056981290159,0.15482516396623178,0.04885481120654533,0.6464646464646465
0.9667323608328094,0.851663627648637,0.4231321236678282,0.13238116936788827,0.03981143601991739,0.6666666666666667
0.9641157865627316,0.8387698583426831,0.3877799972350882,0.11267802608736817,0.03232059987009855,0.686868686868687
0.9613249788128848,0.8249421758488994,0.35338611125893377,0.09551348892901362,0.02614277477887343,0.7070707070707072
0.958347919035174,0.8101457912243103,0.3203003778836931,0.08066247135978692,0.02106932990428602,0.7272727272727273
0.9551723819891159,0.7943565098895956,0.2888218631561834,0.06789135576333719,0.016920189229560123,0.7474747474747475
0.9517861635125402,0.7775635213151912,0.25918823466177654,0.05696873210145403,0.013541028725593821,0.7676767676767677
0.9481773494639903,0.7597720597522553,0.2315704778075215,0.04767291223494475,0.010800368425270898,0.787878787878788
0.9443346199920104,0.7410057089469501,0.20607271503181168,0.03979676141091915,0.008586765216109876,0.8080808080808082
0.940247579269365,0.721308104945313,0.1827363692763934,0.033150435341232916,0.006806211971059176,0.8282828282828284
0.9359070968689326,0.7007438007483103,0.16154754791168502,0.027562569369148637,0.0053797856890118135,0.8484848484848485
0.9313056436138865,0.6793981008353226,0.14244639996411146,0.02288038121350834,0.004241550720282641,0.8686868686868687
0.9264376026093478,0.6573757528131673,0.1253372774498841,0.018969051556638854,0.003336704168225928,0.888888888888889
