fid,R2,R4,R6,R8,h
1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,0.0
0.999974489795636,0.9998979539759152,0.9995918159164143,0.999081710879919,0.998367930598182,0.020202020202020204
0.9998979279190362,0.999591628296678,0.9983665140041111,0.9963266645859351,0.9934767594657853,0.04040404040404041
0.9997702203817556,0.9990804587975625,0.9963218445190564,0.9917343749714157,0.9853418361135768,0.06060606060606061
0.9995912098735176,0.9983635007014935,0.993454055306642,0.9853041991411413,0.9739895089807492,0.08080808080808081
0.9993606747563808,0.9974394217769715,0.9897578874358569,0.9770355770533418,0.9594581172307369,0.10101010101010102
0.9990783276315988,0.9963064925584038,0.9852265669973439,0.9669283243998261,0.9417989040860778,0.12121212121212122
0.9987438134496673,0.9949625733719569,0.9798517885763327,0.954982898826332,0.921076150275657,0.14141414141414144
0.9983567071192099,0.9934050977574579,0.9736236816345369,0.9412005035677522,0.8973656119438368,0.16161616161616163
0.9979165105506177,0.9916310516667503,0.9665307452465335,0.9255828420396708,0.8707504874162678,0.18181818181818182
0.9974226490446818,0.9896369475404845,0.958559729768095,0.9081313173513931,0.8413148375700527,0.20202020202020204
0.996874466903773,0.987418792009312,0.9496954368928117,0.8888455108440847,0.8091356796123296,0.22222222222222224
0.9962712221022311,0.984972045524277,0.9399204034118982,0.8677208988146385,0.774276639861331,0.24242424242424243
0.9956120798024987,0.9822915716895211,0.9292144304555786,0.8447459906395409,0.7367875907139946,0.26262626262626265
0.9948961044429978,0.9793715734457322,0.9175539210405409,0.819899390343022,0.6967153972690296,0.2828282828282829
0.9941222500516542,0.9762055125361719,0.9049109966439123,0.7931476685081138,0.654129950235906,0.30303030303030304
0.9932893483543271,0.9727860078844546,0.8912523807434958,0.7644453232757772,0.6091663764613376,0.32323232323232326
0.9923960941490377,0.969104707636632,0.8765380663766312,0.7337384126352502,0.5620785467392531,0.3434343434343435
0.9914410273039578,0.9651521286902469,0.8607198282831116,0.7009735183668488,0.5132917654874348,0.36363636363636365
0.9904225106089204,0.9609174565825152,0.843739700281111,0.666113379239902,0.46343655291508984,0.38383838383838387
0.9893387025664087,0.9563882976883509,0.8255286165038725,0.6291596202556089,0.41334474274221494,0.4040404040404041
0.9881875240490602,0.9515503748606817,0.8060055105385499,0.5901813815905507,0.3639969426722505,0.42424242424242425
0.9869666175782569,0.9463871570400095,0.7850772754868275,0.5493463885683458,0.31642598356976653,0.4444444444444445
0.9856732977959154,0.9408794131280122,0.7626401006713823,0.506948537002426,0.2715980199093029,0.4646464646464647
0.9843044915158498,0.9350046807949018,0.7385827977974552,0.46342427761162625,0.23030243142824344,0.48484848484848486
0.9828566655634078,0.9287366422085575,0.7127927779688146,0.4193501306938153,0.19307809612033988,0.5050505050505051
0.9813257404612536,0.922044401412802,0.6851652917241224,0.3754164607170813,0.1601892177565872,0.5252525252525253
0.9797069879245146,0.9148916629080752,0.6556163328535629,0.33237810958566005,0.13164689440810612,0.5454545454545455
0.9779949101348714,0.9072358188047039,0.624099164658175,0.2909890953641765,0.1072610244695512,0.5656565656565657
0.9761830989366845,0.8990269639149199,0.5906237077392927,0.2519337438174565,0.08670408885818819,0.5858585858585859
0.974264073533999,0.8902068758122489,0.5552770495519429,0.21576798984689372,0.0695719445640303,0.6060606060606061
0.9722290960965243,0.8807080219476475,0.5182422335858561,0.1828814810969724,0.05543307044035514,0.6262626262626263
0.970067966080475,0.8704526901503875,0.47981154977802665,0.15348496668722117,0.043863493813383156,0.6464646464646465
0.9677687962560496,0.859352383638608,0.4403901983671013,0.1276209138186717,0.034468431335718454,0.6666666666666667
0.9653177766631298,0.8473076771573251,0.40048686652614296,0.1051907142101731,0.02689345191535331,0.686868686868687
0.9626989372509174,0.8342087945430701,0.36068966047639806,0.08599021218244601,0.020828315010281435,0.7070707070707072
0.959893925994399,0.819937232673173,0.3216287558288808,0.06974619111908248,0.016006227392202033,0.7272727272727273
0.9568818268384914,0.8043688078969684,0.28393032513000266,0.056148738732796154,0.012200586808781892,0.7474747474747475
0.9536390505517952,0.7873785144269766,0.2481687124552693,0.04487692506825655,0.009220616780767472,0.7676767676767677
0.9501393405205784,0.7688475250307744,0.21482452213757278,0.03561724581246693,0.00690675818807349,0.787878787878788
0.9463539428642044,0.7486724909991906,0.18425495131220568,0.028075554550946916,0.005126293759125588,0.8080808080808082
0.942251993186348,0.7267769734718217,0.15667979833539278,0.021983796723243843,0.0037694230460599072,0.8282828282828284
0.937801167139085,0.7031243504054077,0.13218315619932777,0.01710296576258998,0.0027458474669492996,0.8484848484848485
0.9329686250091648,0.6777309367145681,0.11072794079108324,0.01322353738120002,0.0019818381896242214,0.8686868686868687
0.927722249307409,0.6506774543863661,0.09217879217019087,0.010164361434115036,0.0014177204611584369,0.888888888888889
0.9220321297169876,0.6221166009216759,0.0763286292391784,0.0077707031948573094,0.0010056989927795647,0.9090909090909092
0.9158721976499083,0.5922745266728521,0.06292489137308085,0.005911879925560712,0.0007079575695800862,0.9292929292929294
0.9092218643586574,0.5614447115299362,0.0516927453093017,0.004478754599697271,0.0004949829555050469,0.9494949494949496
0.9020674864409676,0.5299740028493526,0.04235381540821398,0.0033812273086847766,0.0003440816385890746,0.9696969696969697
0.8944034832565915,0.4982421562948234,0.034640033480550905,0.00254579621356687,0.00023807331159128104,0.98989898989899
0.8862329673003525,0.4666376339081934,0.0283029045061423,0.0019132287467648846,0.0001641545887479669,1.0101010101010102
0.877567814933833,0.4355331848651696,0.023118871037567525,0.0014363741213723469,0.0001129297796381842,1.0303030303030305
0.8684281851766684,0.40526461395368407,0.01889160891591317,0.0010781465661028307,7.760378487350076e-05,1.0505050505050506
0.8588415685222774,0.3761152206986469,0.01545208280547454,0.0008097062565920582,5.332757547514397e-05,1.0707070707070707
0.848841499382661,0.34830703489630954,0.012657098731007798,0.0006088580285360782,3.668162013377989e-05,1.090909090909091
0.8384660868882632,0.32199863449118293,0.010386959079871633,0.000458677080546483,2.5278780969852296e-05,1.1111111111111112
0.8277565111267012,0.2972883531611669,0.008542683849913026,0.00034635854392358137,1.746643634678468e-05,1.1313131313131315
0.8167556040125601,0.2742212062798629,0.007043129021193569,0.00026227676194578694,1.2107901927303006e-05,1.1515151515151516
0.8055065966642699,0.25279783639520165,0.0058222192592446865,0.00019923219760890388,8.425087251205921e-06,1.1717171717171717
0.7940520778264614,0.23298405091923552,0.004826422124072298,0.0001518596564455023,5.887056186155644e-06,1.191919191919192
0.7824331766014795,0.2147199275230233,0.004012524641158232,0.00011617058348290364,4.132144669780323e-06,1.2121212121212122
0.7706889601522445,0.1979278678505804,0.0033457278083308057,8.920368413656641e-05,2.914105095847377e-06,1.2323232323232325
0.7588560231103014,0.1825193144437796,0.002798046323579904,6.87610492305922e-05,2.065166203347264e-06,1.2525252525252526
0.7469682386936902,0.16840008378679835,0.0023469852036913,5.321050891497169e-05,1.470844522292056e-06,1.272727272727273
0.7350566400188179,0.15547441515332933,0.0019744581166526087,4.1338518503057136e-05,1.052836873753047e-06,1.292929292929293
0.7231494018763536,0.14364790964322458,0.001665911012298704,3.224114772886276e-05,7.574280810606124e-07,1.3131313131313131
0.711271896805664,0.13282955862681411,0.0014096166588280779,2.5243543987996032e-05,5.476429368310848e-07,1.3333333333333335
0.6994468035632244,0.12293305516156952,0.0011961093587142047,1.9840532095803504e-05,3.9793160853838036e-07,1.3535353535353536
0.6876942503510223,0.11387756031824277,0.0010177333861771138,1.565282995146411e-05,2.9056620582254585e-07,1.373737373737374
0.6760319790682282,0.10558806843903985,0.0008682829426656598,1.2394765662050912e-05,2.1319261278402825e-07,1.393939393939394
0.6644755201999978,0.09799548695868357,0.0007427153377712146,9.850450787094067e-06,1.5716278358044836e-07,1.4141414141414144
0.6530383707192082,0.09103652060753856,0.0006369225257420177,7.856166532211807e-06,1.1639510120893257e-07,1.4343434343434345
0.6417321695816811,0.0846534278697292,0.0005475490272740016,6.287315786516788e-06,8.659282403054415e-08,1.4545454545454546
0.6305668671104977,0.07879369973408008,0.0004718466676745199,5.048733738593326e-06,6.470603749665316e-08,1.474747474747475
0.6195508858694141,0.07340969675295653,0.00040755851971129356,4.067472803896337e-06,4.8559730926528696e-08,1.494949494949495
0.6086912715973054,0.06845826967961412,0.00035282601633555247,3.287414052320485e-06,3.6595615970525724e-08,1.5151515151515154
0.5979938334844205,0.06390038089617178,0.00030611445843387644,2.665230121293146e-06,2.7692121459604173e-08,1.5353535353535355
0.5874632735771564,0.05970073791327233,0.00026615314361804995,2.167350790109134e-06,2.1038337727634314e-08,1.5555555555555556
0.5771033054487356,0.05582744593466361,0.0002318871338951052,1.7676745634827529e-06,1.6045347417924862e-08,1.575757575757576
0.5669167625085085,0.05225168343640311,0.0002024383048872263,1.4458369965545342e-06,1.2283575748012213e-08,1.595959595959596
0.5569056964716196,0.048947402593285304,0.00017707381156661402,1.1858958269554433e-06,9.438327830368722e-09,1.6161616161616164
0.5470714665985842,0.045891054948744216,0.00015518049310265936,9.753291654540963e-07,7.278093862779424e-09,1.6363636363636365
0.5374148203563772,0.043061341780202836,0.00013624404463997227,8.042695979885058e-07,5.631856902758647e-09,1.6565656565656568
0.5279359661644957,0.04043898802004528,0.00011983202430768331,6.649166562394269e-07,4.372775949415094e-09,1.676767676767677
0.5186346388794297,0.03800653824807639,0.00010557995341884982,5.510846008053486e-07,3.4064032813789422e-09,1.696969696969697
0.509510158647009,0.035748173098614104,9.31799176007003e-05,4.578531971086977e-07,2.6621404329614933e-09,1.7171717171717173
0.5005614837193245,0.03364954436882235,8.237119507744251e-05,3.8129714432032724e-07,2.0870171570772506e-09,1.7373737373737375
0.49178725779510574,0.03169762713491045,7.293253222059923e-05,3.1827576751359717e-07,1.6411435278158147e-09,1.7575757575757578
